layer,source_path,line,qualname,kind,signature,decorators,export_status
llm_runtime,models/common/llm_runtime/prefill/postprocess.py,386,fit_prefill_sampling_logits,function,"(logits, target_batch: int)",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,23,InvocationResult,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,29,PrefillResultAssembler,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,32,PrefillResultAssembler.__init__,method,"(self, config: PrefillRuntimeConfig, *, postprocessor: PrefillPostprocessor, release_transient: Callable[[Any], list[BaseException]]) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,43,PrefillResultAssembler.configure,method,"(self, config: PrefillRuntimeConfig) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,46,PrefillResultAssembler.assemble,method,"(self, prepared_results: Iterable[tuple[PreparedPrefill, InvocationResult]], *, batch_size: int, sampling_params: SamplingParams | None=None) -> torch.Tensor | tuple[torch.Tensor, Any]",,class_member
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,138,concat_host_output,function,"(value, cluster_shape)",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,147,process_output_prefill,function,"(value, row, vocab_size, cluster_shape)",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/result_collector.py,154,process_output_tokens,function,"(value, batch_size, cluster_shape)",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/runtime.py,49,PrefillRuntime,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/runtime.py,63,PrefillRuntime.__init__,method,"(self, config: PrefillRuntimeConfig) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,109,PrefillRuntime.transient_orphan_count,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,114,PrefillRuntime.configure_page_table_layout,method,"(self, layout: PageTableLayout) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,121,PrefillRuntime.can_trace,method,"(self, *, tokens: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None) -> bool",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,162,PrefillRuntime.prepare,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, sampling_params: SamplingParams | None=None, prompt_tokens: Any=None, output_tokens: Any=None, slot_remap: Any=None) -> tuple[PreparedPrefill, ...]",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,272,PrefillRuntime.invoke,method,"(self, prepared: PreparedPrefill, *, count_tokens: bool=True) -> prefill_result_collector.InvocationResult",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,289,PrefillRuntime.capture_plan,method,"(self, prepared: PreparedPrefill) -> prefill_trace.PrefillCapturePlan",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,295,PrefillRuntime.refresh_trace,method,"(self, prepared: PreparedPrefill, persistent: prefill_trace.PrefillHiddenPersistentInputs, workspace: prefill_trace.PrefillReplayState, chunk: PrefillChunk | None=None) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,306,PrefillRuntime.finish_trace,method,"(self, prepared: PreparedPrefill, hidden: Any, workspace: prefill_trace.PrefillReplayState) -> prefill_result_collector.InvocationResult",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,317,PrefillRuntime.assemble,method,"(self, prepared_results: Iterable[tuple[PreparedPrefill, prefill_result_collector.InvocationResult]], *, batch_size: int, sampling_params: SamplingParams | None=None) -> torch.Tensor | tuple[torch.Tensor, Any]",,class_member
llm_runtime,models/common/llm_runtime/prefill/runtime.py,332,PrefillRuntime.cleanup,method,(self) -> None,,class_member
llm_runtime,models/common/llm_runtime/prefill/sampling_helpers.py,17,SamplingPath,constant_or_value," = Literal['logits', 'argmax', 'topk']",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/sequence_runner.py,18,PrefillSequenceRunner,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/sequence_runner.py,21,PrefillSequenceRunner.__init__,method,"(self, *, input_stager: PrefillInputStager, postprocessor: PrefillPostprocessor, run_hidden_body: Callable[[PrefillRequest, PrefillDeviceInputs], Any], run_chunk_body: Callable[[PreparedPrefill, PrefillChunk, PrefillDeviceInputs, PrefillPositionInputs], Any], release_transient: Callable[[Any], list[BaseException]]) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/sequence_runner.py,36,PrefillSequenceRunner.run,method,"(self, prepared: PreparedPrefill, *, count_tokens: bool=True) -> InvocationResult",,class_member
llm_runtime,models/common/llm_runtime/prefill/signatures.py,16,PrefillVariant,constant_or_value," = Literal['regular-single', 'regular-batched', 'chunked']",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,20,PrefillProgramSignature,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,39,PrefillProgramSignature.key_material,method,"(self) -> tuple[tuple[str, str | int | None], ...]",,class_member
llm_runtime,models/common/llm_runtime/prefill/signatures.py,57,PrefillTraceSignature,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,69,PrefillTraceSignature.key_material,method,"(self) -> tuple[tuple[str, str | int | None], ...]",,class_member
llm_runtime,models/common/llm_runtime/prefill/signatures.py,87,PreparedPrefill,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,98,build_program_signatures,function,"(request: PrefillRequest, sampling_path: SamplingPath, *, static_q128_topk_supported: bool, penalties_enabled: bool=False, logprobs_enabled: bool=False) -> tuple[PrefillProgramSignature, ...]",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,149,build_trace_signature,function,"(request: PrefillRequest, *, trace_enabled: bool, sampling_path: SamplingPath='logits', penalties_enabled: bool=False, logprobs_enabled: bool=False) -> PrefillTraceSignature | None",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,178,capture_schema_fingerprint,function,"(prepared: PreparedPrefill) -> tuple[Any, ...]",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/signatures.py,194,workspace_fingerprint,function,"(prepared: PreparedPrefill, *, sampling_output_rows: int) -> tuple[Any, ...]",,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,36,PrefillHiddenPersistentInputs,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,41,PrefillHiddenPersistentInputs.owned_tensor_values,method,"(self) -> tuple[Any, ...]",,class_member
llm_runtime,models/common/llm_runtime/prefill/trace.py,46,PrefillReplayState,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,55,PrefillReplayState.owned_tensor_values,method,"(self) -> tuple[Any, ...]",,class_member
llm_runtime,models/common/llm_runtime/prefill/trace.py,60,PrefillReplayOwnership,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,70,PrefillCapturePlan,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,85,PrefillTraceHooks,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,96,PrefillTraceLifecycle,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/prefill/trace.py,99,PrefillTraceLifecycle.__init__,method,"(self, *, hooks: PrefillTraceHooks) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/trace.py,102,PrefillTraceLifecycle.capture_plan,method,"(self, prepared: PreparedPrefill) -> PrefillCapturePlan",,class_member
llm_runtime,models/common/llm_runtime/prefill/trace.py,145,PrefillTraceLifecycle.refresh,method,"(self, prepared: PreparedPrefill, persistent: PrefillHiddenPersistentInputs, state: PrefillReplayState, chunk: PrefillChunk | None=None) -> None",,class_member
llm_runtime,models/common/llm_runtime/prefill/trace.py,180,PrefillTraceLifecycle.finish,method,"(self, prepared: PreparedPrefill, hidden: Any, state: PrefillReplayState) -> InvocationResult",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,31,ProgramKey,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/program_compiler.py,40,ProgramKey.from_signature,method,"(cls, signature: Any) -> 'ProgramKey'",classmethod,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,45,OutputSpec,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/program_compiler.py,52,OutputSpec.from_value,method,"(cls, value: Any) -> 'OutputSpec'",classmethod,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,71,CompiledProgram,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/program_compiler.py,79,ProgramCompiler,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/program_compiler.py,89,ProgramCompiler.__init__,method,"(self, mesh_device: Any, bound_cache_context: Callable[[], Any])",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,103,ProgramCompiler.trace_capture_in_progress,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,107,ProgramCompiler.trace_active,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,111,ProgramCompiler.compile_orphan_count,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,115,ProgramCompiler.compiled_programs,method,"(self) -> tuple[CompiledProgram, ...]",property,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,121,ProgramCompiler.post_activation_compile_rejections,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,126,ProgramCompiler.key_for,method,"(self, signature: Any) -> ProgramKey",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,136,ProgramCompiler.compile,method,"(self, signature: Any, invoke: Callable[[Any], Any], *, output_spec: Callable[[Any], OutputSpec]=OutputSpec.from_value, release_output: Callable[[Any], Any]=lambda output: output, expected_output_spec: OutputSpec | None=None) -> CompiledProgram",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,197,ProgramCompiler.require_compiled,method,"(self, key: ProgramKey, signature: Any | None=None) -> CompiledProgram",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,209,ProgramCompiler.set_trace_capture_in_progress,method,"(self, value: bool) -> None",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,217,ProgramCompiler.set_trace_active,method,"(self, value: bool) -> None",,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,225,ProgramCompiler.cleanup,method,(self) -> None,,class_member
llm_runtime,models/common/llm_runtime/program_compiler.py,257,signature_digest,function,"(domain: str, schema_version: int, signature: Any) -> str",,candidate_no___all__
llm_runtime,models/common/llm_runtime/program_compiler.py,269,validate_sha256_digest,function,"(digest: str, domain: str) -> None",,candidate_no___all__
llm_runtime,models/common/llm_runtime/tensor_resources.py,15,TensorResourceOrphan,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/tensor_resources.py,22,best_effort_deallocate_owned_tensors,function,"(value: Any, completed: set[int] | None=None) -> list[BaseException]",,candidate_no___all__
llm_runtime,models/common/llm_runtime/tensor_resources.py,70,release_orphans,function,(orphans: list[TensorResourceOrphan]) -> list[BaseException],,candidate_no___all__
llm_runtime,models/common/llm_runtime/tensor_resources.py,87,attach_cleanup_failures,function,"(primary: BaseException, failures: Iterable[BaseException], *, note: str='Cleanup also encountered {count} failure(s)') -> None",,candidate_no___all__
llm_runtime,models/common/llm_runtime/tensor_resources.py,105,raise_cleanup_failures,function,(failures: Iterable[BaseException]) -> None,,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,35,TraceKey,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,44,TraceKey.from_signature,method,"(cls, signature: Any) -> 'TraceKey'",classmethod,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,49,PersistentInputs,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,56,InputRefreshPolicy,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,65,RefreshDecision,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,72,TraceArtifact,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,82,TraceCapturePlan,class,(),dataclass(frozen=True),candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,105,TraceRecord,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,112,TraceAliasRecord,class,(),dataclass,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,122,TraceCompiler,class,(),,candidate_no___all__
llm_runtime,models/common/llm_runtime/trace_compiler.py,133,TraceCompiler.__init__,method,"(self, program_compiler: ProgramCompiler)",,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,153,TraceCompiler.trace_active,method,(self) -> bool,property,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,157,TraceCompiler.replay_count,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,163,TraceCompiler.replay_counts,method,"(self) -> dict[str, int]",property,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,169,TraceCompiler.trace_count,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,175,TraceCompiler.trace_association_count,method,(self) -> int,property,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,180,TraceCompiler.registered_coverage,method,"(self, operation: str) -> tuple[tuple[TraceKey, Any], ...]",,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,189,TraceCompiler.get,method,"(self, key: TraceKey) -> TraceRecord | None",,class_member
llm_runtime,models/common/llm_runtime/trace_compiler.py,194,TraceCompiler.trace_key_for_program,method,"(self, program_key: ProgramKey) -> TraceKey | None",,class_member
