layer,source_path,line,qualname,kind,signature,decorators,export_status
models,models/common/models/llama3_executor.py,103,_ExecutorFacadeSurface.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/llama3_executor.py,108,_ExecutorFacadeSurface.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/llama3_executor.py,176,_Llama32RequestSurface.compile_prefill,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/llama3_executor.py,200,_Llama32RequestSurface.compile_decode,method,"(self, *, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/llama3_executor.py,222,_Llama32RequestSurface.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/llama3_executor.py,246,_Llama32RequestSurface.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/llama3_executor.py,302,Llama32_1BExecutor,class,(),_with_executor_facade|_with_llama32_request_surface|_with_q128_warmup_surface,candidate_no___all__
models,models/common/models/llama3_executor.py,308,Llama32_1BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Llama32_1BExecutorConfig) -> None",,class_member
models,models/common/models/llama3_executor.py,325,Llama32_3BExecutor,class,(),_with_executor_facade|_with_llama32_request_surface|_with_q128_warmup_surface,candidate_no___all__
models,models/common/models/llama3_executor.py,331,Llama32_3BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Llama32_3BExecutorConfig) -> None",,class_member
models,models/common/models/llama3_executor.py,346,Llama3Executor,class,(),_with_executor_facade,candidate_no___all__
models,models/common/models/llama3_executor.py,353,Llama3Executor.__init__,method,"(self, model: Any, runtime_config: Any, config: Llama3ExecutorConfig) -> None",,class_member
models,models/common/models/llama3_executor.py,377,Llama33_70BExecutor,class,(),_with_executor_facade|_with_q128_warmup_surface,candidate_no___all__
models,models/common/models/llama3_executor.py,384,Llama33_70BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Llama33_70BExecutorConfig) -> None",,class_member
models,models/common/models/llama3_executor.py,502,build_llama32_1b_executor,function,"(llm: Any, config: Llama32_1BExecutorConfig) -> Llama32_1BExecutor",,candidate_no___all__
models,models/common/models/llama3_executor.py,506,build_llama32_3b_executor,function,"(llm: Any, config: Llama32_3BExecutorConfig) -> Llama32_3BExecutor",,candidate_no___all__
models,models/common/models/llama3_executor.py,510,build_llama3_executor,function,"(llm: Any, config: Llama3ExecutorConfig) -> Llama3Executor",,candidate_no___all__
models,models/common/models/llama3_executor.py,514,build_llama33_70b_executor,function,"(llm: Any, config: Llama33_70BExecutorConfig) -> Llama33_70BExecutor",,candidate_no___all__
models,models/common/models/mistral_7b/__init__.py,28,MISTRAL_ACCURACY,explicit_export,re-export of models.common.models.mistral_7b.model.MISTRAL_ACCURACY,,explicit
models,models/common/models/mistral_7b/__init__.py,28,MISTRAL_PERFORMANCE,explicit_export,re-export of models.common.models.mistral_7b.model.MISTRAL_PERFORMANCE,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7B,explicit_export,re-export of models.common.models.mistral_7b.model.Mistral7B,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BExecutor,explicit_export,re-export of models.common.models.mistral_7b.executor.Mistral7BExecutor,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BExecutorConfig,explicit_export,re-export of models.common.models.mistral_7b.executor.Mistral7BExecutorConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BForCausalLM,explicit_export,re-export of models.common.models.mistral_7b.hf_adaptor.Mistral7BForCausalLM,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BGenerator,explicit_export,re-export of models.common.models.mistral_7b.generator.Mistral7BGenerator,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BGeneratorConfig,explicit_export,re-export of models.common.models.mistral_7b.generator.Mistral7BGeneratorConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BPagedAttentionConfig,explicit_export,re-export of models.common.models.mistral_7b.model.Mistral7BPagedAttentionConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BPrecisionConfig,explicit_export,re-export of models.common.models.mistral_7b.model.Mistral7BPrecisionConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BRuntimeConfig,explicit_export,re-export of models.common.models.mistral_7b.hf_adaptor.Mistral7BRuntimeConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,Mistral7BTransformerConfig,explicit_export,re-export of models.common.models.mistral_7b.model.Mistral7BTransformerConfig,,explicit
models,models/common/models/mistral_7b/__init__.py,28,build_mistral_7b_executor,explicit_export,re-export of models.common.models.mistral_7b.executor.build_mistral_7b_executor,,explicit
models,models/common/models/mistral_7b/__init__.py,28,build_mistral_7b_generator,explicit_export,re-export of models.common.models.mistral_7b.generator.build_mistral_7b_generator,,explicit
models,models/common/models/mistral_7b/__init__.py,28,build_mistral_7b_transformer_config,explicit_export,re-export of models.common.models.mistral_7b.model.build_mistral_7b_transformer_config,,explicit
models,models/common/models/mistral_7b/executor.py,30,Mistral7BExecutorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/executor.py,51,Mistral7BExecutor,class,(),,candidate_no___all__
models,models/common/models/mistral_7b/executor.py,68,Mistral7BExecutor.__init__,method,"(self, model: Any, runtime_config: Any, config: Mistral7BExecutorConfig) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,172,Mistral7BExecutor.model_config,method,(self),property,class_member
models,models/common/models/mistral_7b/executor.py,176,Mistral7BExecutor.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/mistral_7b/executor.py,180,Mistral7BExecutor.paged_kv_cache_config,method,(self) -> PagedKVCacheConfig,property,class_member
models,models/common/models/mistral_7b/executor.py,184,Mistral7BExecutor.terminal,method,(self) -> bool,property,class_member
models,models/common/models/mistral_7b/executor.py,188,Mistral7BExecutor.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/mistral_7b/executor.py,192,Mistral7BExecutor.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/mistral_7b/executor.py,199,Mistral7BExecutor.configure_paged_kv_cache,method,"(self, config: PagedKVCacheConfig) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,221,Mistral7BExecutor.allocate_kv_cache,method,"(self, kv_cache_shape: tuple[int, ...] | None=None, dtype: torch.dtype | None=None, num_layers: int | None=None) -> list[list[Any]]",,class_member
models,models/common/models/mistral_7b/executor.py,261,Mistral7BExecutor.compile_prefill,method,"(self, *, tokens: torch.Tensor, page_table: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,287,Mistral7BExecutor.compile_decode,method,"(self, *, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, execution: EagerExecutor | TracedExecutor | None=None) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,311,Mistral7BExecutor.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/mistral_7b/executor.py,337,Mistral7BExecutor.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, execution: EagerExecutor | TracedExecutor | None=None) -> Any",,class_member
models,models/common/models/mistral_7b/executor.py,363,Mistral7BExecutor.can_trace_prefill,method,"(self, *, tokens: torch.Tensor, prompt_lens: torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None) -> bool",,class_member
models,models/common/models/mistral_7b/executor.py,381,Mistral7BExecutor.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/mistral_7b/executor.py,385,Mistral7BExecutor.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/mistral_7b/executor.py,389,Mistral7BExecutor.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,415,Mistral7BExecutor.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/mistral_7b/executor.py,433,Mistral7BExecutor.cleanup,method,(self) -> None,,class_member
models,models/common/models/mistral_7b/executor.py,600,build_mistral_7b_executor,function,"(llm: Mistral7BForCausalLM, config: Mistral7BExecutorConfig) -> Mistral7BExecutor",,candidate_no___all__
models,models/common/models/mistral_7b/generator.py,26,Mistral7BGeneratorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/generator.py,60,Mistral7BGenerator,class,(),,candidate_no___all__
models,models/common/models/mistral_7b/generator.py,82,Mistral7BGenerator.__init__,method,"(self, target: Any, adapter: VLLMAdapter)",,class_member
models,models/common/models/mistral_7b/generator.py,89,Mistral7BGenerator.model,method,(self),property,class_member
models,models/common/models/mistral_7b/generator.py,93,Mistral7BGenerator.model_args,method,(self),property,class_member
models,models/common/models/mistral_7b/generator.py,97,Mistral7BGenerator.mesh_device,method,(self),property,class_member
models,models/common/models/mistral_7b/generator.py,101,Mistral7BGenerator.cache_path,method,(self),property,class_member
models,models/common/models/mistral_7b/generator.py,105,Mistral7BGenerator.already_warmed_up_prefill,method,(self),property,class_member
models,models/common/models/mistral_7b/generator.py,109,Mistral7BGenerator.already_warmed_up_prefill,method,"(self, value)",already_warmed_up_prefill.setter,class_member
models,models/common/models/mistral_7b/generator.py,113,Mistral7BGenerator.get_max_tokens_all_users,method,"(cls, model_name: str='', num_devices: int=1, tt_data_parallel: int=1, max_model_len: int=0, max_num_seqs: int=1) -> int",classmethod,class_member
models,models/common/models/mistral_7b/generator.py,126,Mistral7BGenerator.initialize_vllm_model,method,"(cls, hf_config, mesh_device, max_batch_size, max_seq_len, n_layers=None, tt_data_parallel=1, optimizations='performance', trace_mode: TraceMode='all', hf_revision: str | None=None, device_sampling_enabled: bool=True)",classmethod,class_member
models,models/common/models/mistral_7b/generator.py,159,Mistral7BGenerator.allocate_kv_cache,method,"(self, kv_cache_shape=None, dtype=None, num_layers=None)",,class_member
models,models/common/models/mistral_7b/generator.py,172,Mistral7BGenerator.compile_prefill,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None) -> None",,class_member
models,models/common/models/mistral_7b/generator.py,199,Mistral7BGenerator.compile_decode,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False) -> None",,class_member
models,models/common/models/mistral_7b/generator.py,224,Mistral7BGenerator.prefill_forward,method,"(self, tokens: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, prompt_lens: Sequence[int] | torch.Tensor | None=None, start_pos: torch.Tensor | None=None, empty_slots: Sequence[int] | None=None, kv_cache: Any=None, sampling_params: Any=None, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/mistral_7b/generator.py,253,Mistral7BGenerator.decode_forward,method,"(self, tokens: torch.Tensor, start_pos: torch.Tensor, page_table: torch.Tensor, *, enable_trace: bool, kv_cache: Any=None, sampling_params: Any=None, reset_batch: bool=False, read_from_device: bool=True, **compatibility_kwargs: Any) -> Any",,class_member
models,models/common/models/mistral_7b/generator.py,285,Mistral7BGenerator.read_decode_output,method,"(self, tt_out: Any, *, async_read: bool=False) -> Any",,class_member
models,models/common/models/mistral_7b/generator.py,295,Mistral7BGenerator.process_decode_output_host,method,"(self, tt_out: Any, *, is_tokens: bool=False) -> tuple[Any, Any]",,class_member
models,models/common/models/mistral_7b/generator.py,305,Mistral7BGenerator.warmup_model_prefill,method,"(self, *, kv_cache: Any, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/mistral_7b/generator.py,318,Mistral7BGenerator.warmup_model_decode,method,"(self, *, kv_cache: Any, max_batch_size: int, num_blocks: int, can_sample_on_device: bool, enable_trace: bool) -> None",,class_member
models,models/common/models/mistral_7b/generator.py,335,Mistral7BGenerator.cleanup,method,(self),,class_member
models,models/common/models/mistral_7b/generator.py,361,build_mistral_7b_generator,function,(config: Mistral7BGeneratorConfig) -> Mistral7BGenerator,,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,31,DEFAULT_HF_MODEL,constant_or_value, = 'mistralai/Mistral-7B-Instruct-v0.3',,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,32,DEFAULT_HF_REVISION,constant_or_value, = None,,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,36,Mistral7BGenerationConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,45,Mistral7BRuntimeConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,57,Mistral7BRuntimeConfig.can_enable_trace,method,"(self, prefill_seq_len: int, num_cached_tokens: int=0) -> bool",,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,78,encode_prompt,function,"(tokenizer, prompt_text, system_prompt_text=None, *, instruct=True)",,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,96,Mistral7BForCausalLM,class,(),dataclass,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,116,Mistral7BForCausalLM.model_name,method,(self),property,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,120,Mistral7BForCausalLM.model_cache_path,method,(self),property,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,124,Mistral7BForCausalLM.max_seq_len,method,(self),property,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,128,Mistral7BForCausalLM.max_context_len,method,(self),property,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,131,Mistral7BForCausalLM.encode_prompt,method,"(self, prompt_text, system_prompt_text=None, instruct=None)",,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,139,Mistral7BForCausalLM.encode_chat,method,"(self, messages)",,class_member
models,models/common/models/mistral_7b/hf_adaptor.py,143,load_tokenizer,function,"(hf_model: str, hf_revision: str | None=DEFAULT_HF_REVISION)",,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,189,convert_hf_model_weights,function,"(hf, *, n_layers: int, num_devices: int, rope_table_len: int, head_dim: int) -> Mistral7BWeights",,candidate_no___all__
models,models/common/models/mistral_7b/hf_adaptor.py,239,from_pretrained,function,"(mesh_device, *, hf_model: str=DEFAULT_HF_MODEL, hf_revision: str | None=DEFAULT_HF_REVISION, instruct: bool=True, max_batch_size: int=32, max_seq_len: int=4096, optimizations: str | Mistral7BPrecisionConfig='accuracy', n_layers: int | None=None, dtype=ttnn.bfloat8_b, paged_attention_config: Mistral7BPagedAttentionConfig | None=None, cache_dir: Path | str | None=None) -> Mistral7BForCausalLM",,candidate_no___all__
models,models/common/models/mistral_7b/model.py,59,Mistral7BPagedAttentionConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/mistral_7b/model.py,67,Mistral7BTransformerConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/mistral_7b/model.py,91,Mistral7BModelParameters,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/model.py,104,Mistral7BLayerWeights,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/model.py,115,Mistral7BWeights,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/model.py,125,Mistral7BPrecisionConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/mistral_7b/model.py,167,MISTRAL_ACCURACY,constant_or_value, = Mistral7BPrecisionConfig(lm_head_dtype=ttnn.bfloat16),,candidate_no___all__
models,models/common/models/mistral_7b/model.py,174,MISTRAL_PERFORMANCE,constant_or_value," = Mistral7BPrecisionConfig(mlp_w1_w3_dtype=ttnn.bfloat4_b, mlp_ff1_3_compute_kernel_cfg=_LOFI_COMPUTE_KERNEL_CFG)",,candidate_no___all__
models,models/common/models/mistral_7b/model.py,288,Mistral7BDecoderLayerConfig,class,(),dataclass,candidate_no___all__
models,models/common/models/mistral_7b/model.py,453,build_mistral_7b_transformer_config,function,"(*, mesh_device: ttnn.MeshDevice, params: Mistral7BModelParameters, weights: Mistral7BWeights, n_layers: int, precision: Mistral7BPrecisionConfig, cache_path: Path | None, paged_attention_config: Mistral7BPagedAttentionConfig) -> Mistral7BTransformerConfig",,candidate_no___all__
models,models/common/models/mistral_7b/model.py,567,Mistral7BDecoderLayer,class,(LightweightModule),,candidate_no___all__
models,models/common/models/mistral_7b/model.py,568,Mistral7BDecoderLayer.__init__,method,"(self, *, input_layernorm: RMSNorm1D, self_attn: Attention1D, post_attention_layernorm: RMSNorm1D, mlp: MLP1D)",,class_member
models,models/common/models/mistral_7b/model.py,587,Mistral7BDecoderLayer.from_config,method,"(cls, config: Mistral7BDecoderLayerConfig) -> Mistral7BDecoderLayer",classmethod,class_member
models,models/common/models/mistral_7b/model.py,595,Mistral7BDecoderLayer.prefill_forward,method,"(self, x: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], *, user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,630,Mistral7BDecoderLayer.decode_forward,method,"(self, x: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,651,Mistral7B,class,(LightweightModule),,candidate_no___all__
models,models/common/models/mistral_7b/model.py,661,Mistral7B.__init__,method,"(self, config: Mistral7BTransformerConfig)",,class_member
models,models/common/models/mistral_7b/model.py,688,Mistral7B.n_kv_heads,method,(self) -> int,property,class_member
models,models/common/models/mistral_7b/model.py,691,Mistral7B.iter_executor_named_modules,method,(self),,class_member
models,models/common/models/mistral_7b/model.py,708,Mistral7B.configure_paged_attention,method,"(self, *, block_size: int, max_num_blocks: int) -> None",,class_member
models,models/common/models/mistral_7b/model.py,726,Mistral7B.set_kv_cache,method,"(self, kv_cache: list | None) -> None",,class_member
models,models/common/models/mistral_7b/model.py,749,Mistral7B.prepare_prefill_rot_mats,method,"(self, position_indices: ttnn.Tensor) -> tuple[ttnn.Tensor, ttnn.Tensor]",,class_member
models,models/common/models/mistral_7b/model.py,766,Mistral7B.embed_decode,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,771,Mistral7B.embed_prefill,method,"(self, tokens: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,775,Mistral7B.prefill_forward,method,"(self, x_embed: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], user_id: int=0, page_table: ttnn.Tensor | None=None, chunk_page_table: ttnn.Tensor | None=None, chunk_start_idx: int | None=None, get_last_token: int=-1, batch_size: int=1, chunk_start_idx_tensor: ttnn.Tensor | None=None, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,833,Mistral7B.post_process_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,871,Mistral7B.post_process_batched_prefill_output,method,"(self, hidden_states: ttnn.Tensor, last_token_idx_list: list[int], padded_batch: int, prefill_seq_len: int, last_token_slice: tuple[ttnn.Tensor, ttnn.Tensor] | None=None, last_token_index: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,908,Mistral7B.decode_forward,method,"(self, x_embed: ttnn.Tensor, current_pos: ttnn.Tensor, rot_mats: tuple[ttnn.Tensor, ttnn.Tensor], page_table: ttnn.Tensor | None=None) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,922,Mistral7B.gather_and_untilize_logits,method,"(self, logits: ttnn.Tensor) -> ttnn.Tensor",,class_member
models,models/common/models/mistral_7b/model.py,942,Mistral7B.increment_positions,method,"(self, current_pos: ttnn.Tensor, rot_mat_idxs: ttnn.Tensor) -> None",,class_member
models,models/common/models/mistral_7b/weight_utils.py,27,reverse_permute,function,"(tensor: torch.Tensor, n_heads: int, dim1: int, dim2: int) -> torch.Tensor",,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,32,permute_hf_rope_to_meta_tables,function,"(cos: torch.Tensor, sin: torch.Tensor) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,46,build_rope_cos_sin_torch,function,"(rotary_emb: Any, table_len: int, head_dim: int, dtype: torch.dtype) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,58,attention_wqkv_wo_from_hf_layer,function,"(self_attn: Any, num_devices: int) -> tuple[torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,98,mlp_weights_from_hf_layer,function,"(mlp: Any) -> tuple[torch.Tensor, torch.Tensor, torch.Tensor]",,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,106,rms_weight_torch,function,(layernorm: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,110,embed_tokens_torch,function,(embed: Any) -> torch.Tensor,,candidate_no___all__
models,models/common/models/mistral_7b/weight_utils.py,115,build_lm_head_lazy_weights,function,"(mesh_device: ttnn.MeshDevice, lm_head_weight: torch.Tensor, *, dim: int, vocab_size: int, max_columns_per_device: int=8192, dtype: ttnn.DataType=ttnn.bfloat8_b, cache_dir: Path | None=None) -> tuple[list[LazyWeight], list[int], list[ttnn.MemoryConfig]]",,candidate_no___all__
models,models/common/models/phi4/__init__.py,22,DEFAULT_HF_MODEL,explicit_export,re-export of models.common.models.phi4.hf_adaptor.DEFAULT_HF_MODEL,,explicit
models,models/common/models/phi4/__init__.py,22,DEFAULT_HF_REVISION,explicit_export,re-export of models.common.models.phi4.hf_adaptor.DEFAULT_HF_REVISION,,explicit
models,models/common/models/phi4/__init__.py,22,PHI4_ACCURACY,explicit_export,re-export of models.common.models.phi4.model.PHI4_ACCURACY,,explicit
models,models/common/models/phi4/__init__.py,22,PHI4_PERFORMANCE,explicit_export,re-export of models.common.models.phi4.model.PHI4_PERFORMANCE,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4Executor,explicit_export,re-export of models.common.models.phi4.executor.Phi4Executor,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4ExecutorConfig,explicit_export,re-export of models.common.models.phi4.executor.Phi4ExecutorConfig,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4ForCausalLM,explicit_export,re-export of models.common.models.phi4.hf_adaptor.Phi4ForCausalLM,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4Generator,explicit_export,re-export of models.common.models.phi4.generator.Phi4Generator,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4GeneratorConfig,explicit_export,re-export of models.common.models.phi4.generator.Phi4GeneratorConfig,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4PagedAttentionConfig,explicit_export,re-export of models.common.models.phi4.model.Phi4PagedAttentionConfig,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4PrecisionConfig,explicit_export,re-export of models.common.models.phi4.model.Phi4PrecisionConfig,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4RuntimeConfig,explicit_export,re-export of models.common.models.phi4.hf_adaptor.Phi4RuntimeConfig,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4Transformer,explicit_export,re-export of models.common.models.phi4.model.Phi4Transformer,,explicit
models,models/common/models/phi4/__init__.py,22,Phi4TransformerConfig,explicit_export,re-export of models.common.models.phi4.model.Phi4TransformerConfig,,explicit
models,models/common/models/phi4/__init__.py,22,build_phi4_executor,explicit_export,re-export of models.common.models.phi4.executor.build_phi4_executor,,explicit
models,models/common/models/phi4/__init__.py,22,build_phi4_generator,explicit_export,re-export of models.common.models.phi4.generator.build_phi4_generator,,explicit
models,models/common/models/phi4/__init__.py,22,build_phi4_transformer_config,explicit_export,re-export of models.common.models.phi4.model.build_phi4_transformer_config,,explicit
models,models/common/models/phi4/executor.py,30,Phi4ExecutorConfig,class,(),dataclass(frozen=True),candidate_no___all__
models,models/common/models/phi4/executor.py,51,Phi4Executor,class,(),,candidate_no___all__
models,models/common/models/phi4/executor.py,68,Phi4Executor.__init__,method,"(self, model: Any, runtime_config: Any, config: Phi4ExecutorConfig) -> None",,class_member
models,models/common/models/phi4/executor.py,172,Phi4Executor.model_config,method,(self),property,class_member
models,models/common/models/phi4/executor.py,176,Phi4Executor.cluster_shape,method,(self) -> list[int],property,class_member
models,models/common/models/phi4/executor.py,180,Phi4Executor.paged_kv_cache_config,method,(self) -> PagedKVCacheConfig,property,class_member
models,models/common/models/phi4/executor.py,184,Phi4Executor.terminal,method,(self) -> bool,property,class_member
models,models/common/models/phi4/executor.py,188,Phi4Executor.already_warmed_up_prefill,method,(self) -> bool,property,class_member
models,models/common/models/phi4/executor.py,192,Phi4Executor.already_warmed_up_prefill,method,"(self, value: bool) -> None",already_warmed_up_prefill.setter,class_member
models,models/common/models/phi4/executor.py,199,Phi4Executor.configure_paged_kv_cache,method,"(self, config: PagedKVCacheConfig) -> None",,class_member
models,models/common/models/phi4/executor.py,221,Phi4Executor.allocate_kv_cache,method,"(self, kv_cache_shape: tuple[int, ...] | None=None, dtype: torch.dtype | None=None, num_layers: int | None=None) -> list[list[Any]]",,class_member
